character_id,character_name,game_title,release_year,developer,publisher,game_scale,genre,narrative_role,playable_status,gender,sexuality,identity_category,identity_confirmation,queer_status,intersectionality_present,intersectionality_details,evidence_source,notes,character_image,image_credit,image_source_url,source_language,discovery_source,research_status,evidence_confidence,platform_version,last_reviewed,content_availability
135,Estelle Stiles,Gabriel Knight 3: Blood of the Sacred Blood of the Damned,1999,,,,,unknown,unknown,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/08/27/lady-howard-and-estelle-stiles-in-gabriel-knight-blood-of-the-sacred-blood-of-the-damned,"LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Lady Howard and Estelle Stiles in Gabriel Knight: Blood of the Sacred, Blood of the Damned.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
136,Bjornolfr,The Elder Scrolls V: Skyrim,2011,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/09/16/bjornolfr-and-hrodulf-in-the-elder-scrolls-v-skyrim,LGBTQ Video Game Archive classification: gay:explicit. Source page: Bjornolfr and Hrodulf in The Elder Scrolls V: Skyrim.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
137,Hrodulf,The Elder Scrolls V: Skyrim,2011,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/09/16/bjornolfr-and-hrodulf-in-the-elder-scrolls-v-skyrim,LGBTQ Video Game Archive classification: gay:explicit. Source page: Bjornolfr and Hrodulf in The Elder Scrolls V: Skyrim.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
138,Boethiah,The Elder Scrolls: Morrowind,2002,,,,,unknown,unknown,non_binary,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/09/05/boethiah-in-the-elder-scrolls-iii-morrowind,LGBTQ Video Game Archive classification: non-binary or genderqueer:explicit. Source page: Boethiah in The Elder Scrolls III: Morrowind.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
139,Mephala,The Elder Scrolls: Morrowind,2002,,,,,unknown,unknown,not_recorded,not_recorded,intersex_variation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/09/05/mephala-in-the-elder-scrolls-iii-morrowind,LGBTQ Video Game Archive classification: intersex:explicit. Source page: Mephala in The Elder Scrolls III: Morrowind.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
140,Molag Bal,The Elder Scrolls: Morrowind,2002,,,,,unknown,unknown,not_recorded,not_recorded,intersex_variation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/09/05/molag-bal-in-the-elder-scrolls-iii-morrowind,LGBTQ Video Game Archive classification: intersex:explicit. Source page: Molag Bal in The Elder Scrolls III: Morrowind.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
141,Crassius Curio,The Elder Scrolls: Morrowind,2002,,,,,unknown,unknown,not_recorded,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/09/05/crassius-curio-in-the-elder-scrolls-morrowind,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Crassius Curio in The Elder Scrolls: Morrowind.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
142,Vivec,The Elder Scrolls: Morrowind,2002,,,,,unknown,unknown,non_binary,bisexual,sexual_orientation; gender_identity; intersex_variation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/09/05/vivec-in-the-elder-scrolls-iii-morrowind,"LGBTQ Video Game Archive classification: bisexual:explicit, non-binary or genderqueer:explicit, intersex:explicit. Source page: Vivec in The Elder Scrolls III: Morrowind.",,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
143,Alex Richards,Fallout: New Vegas,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/alex-richards-in-fallout-new-vegas,LGBTQ Video Game Archive classification: gay:explicit. Source page: Alex Richards in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
144,Anthony “Gay Tony” Prince,Grand Theft Auto: The Ballad of Gay Tony,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/14/anthony-gay-tony-prince-in-grand-theft-auto-the-ballad-of-gay-tony,LGBTQ Video Game Archive classification: gay:explicit. Source page: Anthony “Gay Tony” Prince in Grand Theft Auto: The Ballad of Gay Tony.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
145,Anthony Ling,Fallout 3,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/25/anthony-ling-in-fallout-3,LGBTQ Video Game Archive classification: gay:implicit. Source page: Anthony Ling in Fallout 3.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
146,Arcade Gannon,Fallout: New Vegas,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/01/arcade-gannon-in-fallout-new-vegas,LGBTQ Video Game Archive classification: gay:explicit. Source page: Arcade Gannon in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
147,Bernie Crane (Florian Cravic),Grand Theft Auto IV,2008,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/11/bernie-crane-florian-cravic-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: gay:explicit. Source page: Bernie Crane (Florian Cravic) in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
148,Binbou-gami,Shin Megami Tensei: Devil Summoner 2,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/12/10/binbou-gami-in-devil-summoner-2,LGBTQ Video Game Archive classification: gay:implicit. Source page: Binbou-gami in Devil Summoner 2.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
149,Brucie Kibbutz,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/10/brucie-kibbutz-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Brucie Kibbutz in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
150,Bryce Dawkins,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/11/bryce-dawkins-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: gay:explicit. Source page: Bryce Dawkins in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
151,Carol,Fallout 3,2008,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/25/carol-and-greta-in-fallout-3,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Carol and Greta in Fallout 3.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
152,Greta,Fallout 3,2008,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/25/carol-and-greta-in-fallout-3,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Carol and Greta in Fallout 3.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
153,Christine Royce,Fallout: New Vegas,2010,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/christine-royce-in-fallout-new-vegas,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Christine Royce in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
154,Clay “Pain Giver” Jackson,Grand Theft Auto: The Ballad of Gay Tony,2010,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/14/clay-pain-giver-jackson-in-grand-theft-auto-the-ballad-of-gay-tony,"LGBTQ Video Game Archive classification: gay:explicit. Source page: Clay “Pain Giver” Jackson in Grand Theft Auto: The Ballad of Gay Tony. Press Q records the orientation as ambiguous because the source describes it as rumored, implied, or not explicitly stated.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
155,Corporal Betsy,Fallout: New Vegas,2010,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/6758,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Corporal Betsy in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
156,Eddie Low,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/12/eddie-low-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Eddie Low in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
157,Elizabeta Torres,Grand Theft Auto IV,2008,,,,,unknown,unknown,woman,lesbian; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/11/elizabeta-torres-in-grand-theft-auto-iv,"LGBTQ Video Game Archive classification: lesbian:implicit, bisexual:implicit. Source page: Elizabeta Torres in Grand Theft Auto IV.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
158,Evan Moss,Grand Theft Auto: The Ballad of Gay Tony,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/14/evan-moss-in-grand-theft-auto-the-ballad-of-gay-tony,LGBTQ Video Game Archive classification: gay:explicit. Source page: Evan Moss in Grand Theft Auto: The Ballad of Gay Tony.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
159,Flak,Fallout 3,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/25/flak-and-shrapnel-in-fallout-3,LGBTQ Video Game Archive classification: gay:implicit. Source page: Flak and Shrapnel in Fallout 3.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
160,Shrapnel,Fallout 3,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/25/flak-and-shrapnel-in-fallout-3,LGBTQ Video Game Archive classification: gay:implicit. Source page: Flak and Shrapnel in Fallout 3.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
161,Gay Pedestrian,Grand Theft Auto III,2001,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/05/gay-pedestrian-in-grand-theft-auto-iii,LGBTQ Video Game Archive classification: gay:explicit. Source page: Gay Pedestrian in Grand Theft Auto III.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
162,Goro Tatsumi,Shin Megami Tensei: Devil Summoner 2,2008,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/10/goro-tatsumi-in-devil-summoner-2,LGBTQ Video Game Archive classification: gay:explicit. Source page: Goro Tatsumi in Devil Summoner 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
163,Jacob,Grand Theft Auto: The Ballad of Gay Tony,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/14/jacob-in-grand-theft-auto-the-ballad-of-gay-tony,LGBTQ Video Game Archive classification: gay:explicit. Source page: Jacob in Grand Theft Auto: The Ballad of Gay Tony.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
164,Jimmy,Fallout: New Vegas,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/jimmy-in-fallout-new-vegas,LGBTQ Video Game Archive classification: gay:explicit. Source page: Jimmy in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
165,Kazuki Kasen,Grand Theft Auto: Liberty City Stories,2005,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/06/kazuki-kasen-in-grand-theft-auto-liberty-city-stories,LGBTQ Video Game Archive classification: gay:implicit. Source page: Kazuki Kasen in Grand Theft Auto: Liberty City Stories.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
166,Li Dian,Dynasty Warriors 8,2013,,,,,unknown,playable,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/24/li-dian-in-dynasty-warriors-8,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Li Dian in Dynasty Warriors 8.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
167,Major Knight,Fallout: New Vegas,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/major-knight-in-fallout-new-vegas,LGBTQ Video Game Archive classification: gay:explicit. Source page: Major Knight in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
168,Marcus,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/12/marcus-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: gay:implicit. Source page: Marcus in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
169,Peter Dreyfuss,Grand Theft Auto V,2013,,,,,unknown,unknown,man,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/18/peter-dreyfuss-in-grand-theft-auto-v,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Peter Dreyfuss in Grand Theft Auto V.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
170,Reni Wassulmaier,Grand Theft Auto: Vice City Stories,2006,,,,,unknown,unknown,non_binary,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/06/reni-wassulmaier-in-grand-theft-auto-vice-city-stories,LGBTQ Video Game Archive classification: non-binary or genderqueer:implicit. Source page: Reni Wassulmaier in Grand Theft Auto: Vice City Stories.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
171,Sergio,Fallout: New Vegas,2010,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/12/02/sergio-in-fallout-new-vegas,LGBTQ Video Game Archive classification: gay:implicit. Source page: Sergio in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
